date,INTERCEPT,SIZE,MOMENTUM,MARKET_BETA
2025-07-23,0.00528020304568528,-0.0010467109308535164,-0.0016591592489351092,0.005964636647918255
2025-07-24,-0.0017898477157360405,0.002555164900178126,0.0011082653592529943,0.006426865301214469
2025-07-25,0.0010258883248730965,0.0027960005214227,0.005896505377470759,-0.0026287347911010048
2025-07-28,-0.0089751269035533,0.0028313904588592306,0.0003515498898697649,0.007053473150926502
2025-07-29,0.005482233502538071,-0.0011250552034914622,0.006896297820577196,0.0009395935329777961
2025-07-30,0.0023309644670050757,0.0008766850581905547,-0.005871892711073122,0.002711775055975684
2025-07-31,-0.0012345177664974615,-0.0007179487826164144,0.012633585277217816,-0.004300942385427944
2025-08-01,-0.040171573604060914,-0.0004160280354315874,-0.0011805102246908712,0.00030277816429160237
2025-08-04,0.011898984771573603,-0.0025896786424010484,0.0020708424554187247,0.0012310155255879443
2025-08-05,0.019095431472081214,0.0010708978498411915,-0.0007128043813130365,0.004126311456103133
2025-08-06,0.007313705583756344,-0.0005345980805875268,-0.0028158248525910375,-0.007382112078705363
2025-08-07,0.0034233502538071063,0.004589176363973597,-0.004495638376244401,-0.009518058720117708
2025-08-08,-0.004738071065989847,-0.0031401312914973835,-0.002573232736430287,-0.0005680094459616982
2025-08-11,-0.0038248730964467004,0.001573630143861095,-0.0028733397557539203,0.009123950128444264
2025-08-12,-0.007926395939086292,0.0014725538184546965,-0.0031804580594355534,-6.414976959492017e-05
2025-08-13,0.006047208121827412,0.004072673676850948,0.002643317913165667,0.005019913600009066
2025-08-14,0.0014543147208121827,0.0006026894482533025,-0.00011870095758885116,-0.00031413411598405855
2025-08-18,-0.01243756345177665,-0.0006177399901636949,0.00011919797808363159,-0.005562148130992031
2025-08-19,-0.008053807106598986,0.0007946620529541536,-0.011313599352572791,-0.004407503777312743
2025-08-20,-0.008170050761421322,0.0006982112596359855,-0.004866767510784472,-0.005647722746371739
2025-08-21,0.005800507614213197,0.0010095276058198143,0.006651769472155812,0.0006807722716808761
2025-08-22,0.004489340101522843,0.0017700601430824545,0.011006142336254375,0.005549356022135969
2025-08-25,0.015981218274111676,-0.0011375885732903517,-3.622048753113922e-05,0.0054787347203105186
2025-08-26,-0.0025766497461928934,-0.006068114337321235,0.0005875301370532696,0.001746864009814651
2025-08-27,0.0018644670050761425,0.0005420136590047095,0.0022936429739439136,-0.0009345042300301336
2025-08-28,0.002027918781725888,0.0009712744987063767,0.0028066624065267894,-0.0046631364746809525
2025-08-29,-0.0032263959390862957,-0.001605592375002906,0.004980254523874581,-0.0031702351722378286
2025-09-01,-0.011873604060913704,0.0047621414184587105,-0.0024779273034501777,-0.007156261052631001
2025-09-02,0.0032411167512690344,0.0038823798827879582,0.002328983671289235,0.004897535437775912
2025-09-03,0.0030035532994923857,-0.0019097754874551562,-0.0023155367876758906,0.005663759638394204
2025-09-04,0.007936040609137055,-0.003849205523963357,-0.000697732334182199,-0.0005138388940013406
2025-09-05,0.004506091370558374,-0.0026562715139330185,0.002566841973112524,0.0021070527601114654
2025-09-08,0.003991919191919192,-0.0012439427256228225,0.002680097210041928,-0.0019017498283678453
2025-09-09,0.008578787878787877,0.0003495138440589006,0.0037581137175837897,0.0024664453796438427
2025-09-10,0.012039393939393942,0.0015328412715900303,0.004277618424947416,0.004295396483634056
2025-09-11,0.006806565656565657,2.479814268951861e-05,0.002010096438714183,0.001134335323107005
2025-09-12,0.008401515151515153,0.0011631248388988924,-0.004349071549140638,0.005250730280966016
2025-09-15,0.005009595959595961,-0.0024660805998649887,-0.0032186406550003795,-0.0003494625063922674
2025-09-16,0.0019030303030303038,0.0018221070738496418,0.001007645473316288,0.0032099818004375355
2025-09-17,-0.005154545454545455,-0.0020605241953897064,-0.0025167621200408888,-0.0040018835460372505
2025-09-18,0.00810606060606061,0.00017772815150933388,-0.00475287942428918,0.0016857523592931915
2025-09-19,0.0003368686868686868,-0.0052056205850456935,0.005930176644370993,0.004091999011133236
2025-09-22,0.00017727272727272711,0.0017788821309613503,-0.00026004968762632566,0.004493565215929544
2025-09-23,-0.0020823232323232323,-3.2318991250610136e-05,-0.0001323709598649177,0.004330272283330901
2025-09-24,-0.010919191919191922,0.0029225581832334102,-0.0013359538129056108,-0.002991197271975825
2025-09-25,-0.005032323232323233,0.003499576221221153,-0.005249558443328832,-0.0010054398586392503
2025-09-26,-0.018453030303030304,-0.0009033958754428932,0.0025076382016131454,-0.006770060342980881
2025-09-29,0.009529797979797978,0.0036162471855693814,6.0120027566860646e-05,-0.0021103441323290463
2025-09-30,-0.002704545454545455,-0.00014471532732457477,0.006264028363166391,0.0019494531468678333
2025-10-01,0.00047323232323232277,0.001657533416109786,0.005397853469576739,0.004078525324594366
2025-10-02,0.009206060606060605,0.005945811705691744,-0.003316375705563229,0.008656841062679006
2025-10-10,-0.0013025252525252524,0.004344921360288836,-0.0035782827608946246,0.010026927104620147
2025-10-13,-0.0017560606060606067,-7.778545365954884e-05,-0.005076133610970684,0.0018710518532566737
2025-10-14,-0.006840404040404041,0.002779355566014305,-0.009400677032741377,0.002115967944462102
2025-10-15,0.019222222222222224,0.0015434463726842567,0.005512868796995158,0.007362258885157498
2025-10-16,0.013745959595959601,0.004587165512935107,-0.01159272682372276,0.006773128387969816
2025-10-17,-0.003012121212121212,0.0009895540046382723,-0.006946657910417801,0.009780871056614258
2025-10-20,0.020460606060606065,-0.000661064870036141,0.007711075135744257,0.003519279957650822
2025-10-21,0.0022939698492462314,0.004580465312356656,0.0023836308939174902,-0.004021754321371815
2025-10-22,0.014840201005025127,0.0030909243318632063,-0.0004521631996024348,0.0010213749680685542
2025-10-23,-0.006954773869346734,-0.0010162140679898276,0.005312242529386261,0.00021692504519533665
2025-10-24,0.01544924623115578,0.0011781668265599976,-0.005273259770749092,0.017412625497256116
2025-10-27,0.022058291457286435,0.000839025288070783,0.009847110805956105,0.00458666699425881
2025-10-28,0.0005286432160804024,-0.0032027976141337264,-0.00415400912330916,0.003973501489254946
2025-10-29,0.0036834170854271367,0.005316028752067258,0.0007491134470033824,0.008693844997597195
2025-10-30,-0.008046231155778896,0.0035288119707491414,0.007968337088314804,-0.009084197827169715
2025-10-31,0.00672311557788945,-0.0013476571853787765,0.0010237854724064238,0.0022961926618412843
2025-11-03,0.012743216080402011,0.002219401641067481,0.0033929943061379157,0.01158388514399499
2025-11-04,-0.001085427135678392,-0.00576028539995152,-0.00464511271198897,-0.00026998504733199015
2025-11-05,-0.028831658291457285,-0.00015148604535454235,-0.00722959888957084,-0.007823417582570852
2025-11-06,0.008037185929648244,-0.0011693249261242684,-0.00551948499828731,-0.005761355520770262
2025-11-07,-0.019870854271356788,-0.0005482007848206153,0.004082917654535675,-0.010052586782091956
2025-11-10,0.02929849246231156,-0.0009170658917001869,-0.0037860564059088012,0.0034366436359633754
2025-11-11,-0.002399497487437186,0.002772581170269371,-0.008088347935098848,0.009231830552282659
2025-11-12,0.023770351758793978,-0.0035087613251868154,-0.0013695326158003431,-0.0031743367519909333
2025-11-13,0.009036683417085429,-0.00024588551696053487,0.004516394317619418,0.00353319048765155
2025-11-14,-0.020272361809045233,-0.004915152155108948,0.0017379928102753972,-0.013697885892065912
2025-11-17,0.007894472361809044,-0.0032776111854821723,0.008011475921877545,0.005040351087478568
2025-11-18,-0.027828643216080407,-0.0018294991463659416,0.001330362989918542,-0.010087592934063985
2025-11-19,0.00026281407035175876,-0.0029133434647817215,0.00044194689770412477,-0.003573747269485592
2025-11-20,0.017787939698492464,-0.0037074396910743274,0.007116127006896765,0.0025946368963710572
2025-11-21,-0.021680402010050247,-0.000681700398166229,-0.0033373739413741486,-0.019035869383712073
2025-11-24,-0.009327638190954776,0.0010384674518717724,0.0025049759672163474,0.0005216218276870892
2025-11-25,-0.0024020100502512563,0.0033696770365808145,-0.0017750132748942913,0.006959082900925881
2025-11-26,0.02560954773869347,0.004051349314940059,-0.006420422942682483,0.008618081599885962
2025-11-27,0.0009949748743718592,-0.0015981271556405575,0.003268435643761001,0.002532078370296499
2025-11-28,0.004620100502512564,-0.008147616174283627,0.00016339807041008183,-0.002102731401766893
2025-12-01,-0.002260804020100503,-4.116051631269738e-05,-0.011677802159950628,0.0006386524113773128
2025-12-02,0.011813065326633164,5.3324049803598785e-05,0.0006528714138773669,0.004667033002640319
2025-12-03,0.009224623115577892,0.00018037948768158545,0.0032970540970014423,0.0023136967511420007
2025-12-04,-0.0027658291457286427,0.003552323695509746,-0.0029971580532472454,0.0006446188958305542
